id,target
TEST_00171,6.861756307263981
TEST_00172,8.034242456821485
TEST_00173,7.603302991802238
TEST_00174,3.495123141977846
TEST_00175,4.965099753702887
TEST_00176,4.914108846983247
TEST_00177,5.055008169235062
TEST_00178,6.140566475748187
TEST_00179,7.41256137100169
TEST_00180,8.203951997383346
TEST_00181,5.768224481478608
TEST_00182,6.667299168723705
TEST_00183,4.629005878465637
TEST_00184,3.7957243644945216
TEST_00185,6.885058532339851
TEST_00186,6.3223701303395075
TEST_00187,5.151903958561352
TEST_00188,5.08095705159737
TEST_00189,6.734965775545994
TEST_00190,5.077370651592982
TEST_00191,5.173079326266787
TEST_00192,4.545990497279114
TEST_00193,4.331033797285123
TEST_00194,4.365580984329231
TEST_00195,4.689011552118579
TEST_00196,4.483726011884055
TEST_00197,5.331757270904589
TEST_00198,4.795379647384394
TEST_00199,7.875712995775071
TEST_00200,4.404200396267534
TEST_00201,4.22798691655013
TEST_00202,6.390466667335335
TEST_00203,6.074567566513423
TEST_00204,7.757493134042157
TEST_00205,7.43381701192974
TEST_00206,4.717141036598395
TEST_00207,7.892581036600042
TEST_00208,5.357762141457588
TEST_00209,4.810606456226779
TEST_00210,6.265368191101604
TEST_00211,3.8666538169533737
TEST_00212,4.511159637563505
TEST_00213,4.4370490717604305
TEST_00214,5.555327519485033
TEST_00215,3.8576598045596597
TEST_00216,5.156798456572851
TEST_00217,6.21184278077072
TEST_00218,6.67807991038223
TEST_00219,6.876002491270846
TEST_00220,4.959708678647992
TEST_00221,5.3945019846306685
TEST_00222,5.702950659983696
TEST_00223,6.391235745386258
TEST_00224,5.696776850189746
TEST_00225,4.275322397033541
TEST_00226,5.732003662294947
TEST_00227,6.060341310133104
TEST_00228,5.879363310663749
TEST_00229,5.558982828845661
TEST_00230,4.923300616180271
TEST_00231,4.212222559724083
TEST_00232,4.887743318203537
TEST_00233,6.940820063465079
TEST_00234,8.791083223757585
TEST_00235,4.990318756613142
TEST_00236,5.985064562164869
TEST_00237,5.526419783588388
TEST_00238,8.625057880188663
TEST_00239,6.181169596836284
TEST_00240,8.862475991005624
TEST_00241,3.806505989457005
TEST_00242,5.576489155128996
TEST_00243,5.008283590952413
TEST_00244,5.703756849855139
TEST_00245,5.768268438770953
TEST_00246,4.8510783540096725
TEST_00247,6.0214387840239
TEST_00248,4.370139735379528
TEST_00249,5.908713366081923
TEST_00250,3.5641073261033434
TEST_00251,4.101965369067294
TEST_00252,4.476252115684996
TEST_00253,5.548586412902541
TEST_00254,4.828712020484293
TEST_00255,4.273462117454475
TEST_00256,8.934788504448047
TEST_00257,3.801396638054353
TEST_00258,6.500716985128353
TEST_00259,5.9972788897915486
TEST_00260,4.8229051381853125
TEST_00261,9.356463582887688
TEST_00262,5.644393778836584
TEST_00263,4.3948764671301745
TEST_00264,5.04906193598957
TEST_00265,4.692852696605705
TEST_00266,6.380083125835856
TEST_00267,5.932129647861267
TEST_00268,5.543247646974539
TEST_00269,4.355318109756432
TEST_00270,7.737374431882962
TEST_00271,5.165486319794319
TEST_00272,6.32870871796467
TEST_00273,5.5902960821712675
TEST_00274,4.7967095723761375
TEST_00275,4.518900106995261
TEST_00276,6.062129013542762
TEST_00277,4.51152507888764
TEST_00278,6.377848653904088
TEST_00279,4.621055388510516
TEST_00280,5.191436229299605
TEST_00281,3.5226485640538456
TEST_00282,5.954541704110802
TEST_00283,4.652117922493577
TEST_00284,5.706649130222605
TEST_00285,3.221053398842127
TEST_00286,9.988588803980441
TEST_00287,4.381514640559569
TEST_00288,4.577586813856879
TEST_00289,3.9639957305514315
TEST_00290,7.258983207150788
TEST_00291,6.357843398682721
TEST_00292,6.878610457836732
TEST_00293,9.354392128353062
TEST_00294,6.324152223830147
TEST_00295,6.15371655477551
TEST_00296,5.138004528407553
TEST_00297,7.040414391483054
TEST_00298,8.211391901915391
TEST_00299,4.280154464404923
TEST_00300,4.560188236373762
TEST_00301,4.729762437310669
TEST_00302,5.063689542922326
TEST_00303,5.59958595945951
TEST_00304,3.6295037463633335
TEST_00305,5.1636320513875305
TEST_00306,3.7534297905389415
TEST_00307,4.755657133430365
TEST_00308,4.4153103318621305
TEST_00309,4.295055666412985
TEST_00310,5.751084192264532
TEST_00311,5.577476215589616
TEST_00312,6.931462358294684
TEST_00313,5.206651711473942
TEST_00314,3.81502012972744
TEST_00315,5.462273804101265
TEST_00316,5.938298557909157
TEST_00317,4.729931764532736
TEST_00318,5.383735982881866
TEST_00319,4.83446130193618
TEST_00320,3.7410800596779126
TEST_00321,5.351382888141103
TEST_00322,5.136993187989159
TEST_00323,4.6434430884752125
TEST_00324,3.925638396124917
TEST_00325,4.853224717415991
TEST_00326,5.380241764679106
TEST_00327,6.907098334052748
TEST_00328,3.9600524872815406
TEST_00329,6.043000557191402
TEST_00330,4.804129757676048
TEST_00331,6.061586786389022
TEST_00332,7.485398486127227
TEST_00333,6.631960416160712
TEST_00334,6.921734925446518
TEST_00335,3.8802985483935473
TEST_00336,5.260621607260781
TEST_00337,4.472724384484955
TEST_00338,4.208057082149303
TEST_00339,6.072294708395916
TEST_00340,9.455487423594043
TEST_00341,4.221635141695039
TEST_00342,5.625197643561997
TEST_00343,7.3467314542943924
TEST_00344,5.816865236385713
TEST_00345,6.298424272101876
TEST_00346,6.219352596507704
TEST_00347,5.861500857545074
TEST_00348,3.835840397278975
TEST_00349,7.437795605173811
TEST_00350,4.7819615652974825
TEST_00351,4.183675397353596
TEST_00352,4.637582809378948
TEST_00353,5.7667380258731455
TEST_00354,5.671119852920043
TEST_00355,5.879329006625088
TEST_00356,5.781700765301309
TEST_00357,5.096040858368681
TEST_00358,8.455098967394314
TEST_00359,5.171984606423688
TEST_00360,4.763356226673686
TEST_00361,5.626401514609427
TEST_00362,4.060968313397833
TEST_00363,5.164806231632557
TEST_00364,4.764796231644361
TEST_00365,4.446713634865791
TEST_00366,5.472732096315159
TEST_00367,6.684021364657362
TEST_00368,7.114057321783765
TEST_00369,4.5939460849199065
TEST_00370,7.349094022512723
TEST_00371,5.432053973037256
TEST_00372,4.962117918781143
TEST_00373,7.483025091294639
TEST_00374,3.2919425951516317
TEST_00375,4.754408694231582
TEST_00376,3.423315907973336
TEST_00377,4.865590915079547
TEST_00378,7.1316711912351884
TEST_00379,4.6546307130540505
TEST_00380,4.997557760076727
TEST_00381,7.352557053215829
TEST_00382,9.685809196729338
TEST_00383,5.004375121624491
TEST_00384,4.381984762973133
TEST_00385,5.195848835736744
TEST_00386,7.815356882522487
TEST_00387,4.3460490772598455
TEST_00388,4.32832361947338
TEST_00389,6.196881247903523
TEST_00390,5.945179721280105
TEST_00391,4.785082591136053
TEST_00392,4.9775799895689055
TEST_00393,5.230892673764732
TEST_00394,6.989181278277787
TEST_00395,5.57622275350969
TEST_00396,5.016938509627959
TEST_00397,3.9753074264752186
TEST_00398,3.9067195116535167
TEST_00399,3.7843738723084392
TEST_00400,5.34496161278711
TEST_00401,5.638563819139513
TEST_00402,4.870211678252634
TEST_00403,5.187672722081061
TEST_00404,6.902741755293192
TEST_00405,7.554053216242043
TEST_00406,6.49147453761827
TEST_00407,7.341864202186823
TEST_00408,4.016115226520025
TEST_00409,8.02956232864485
TEST_00410,6.779744542384016
TEST_00411,3.6921667871567827
TEST_00412,6.633428743302609
TEST_00413,4.848581797451349
TEST_00414,5.298146508557522
TEST_00415,3.4021254464020743
TEST_00416,6.577280104708116
TEST_00417,5.366896408954663
TEST_00418,4.21725131177439
TEST_00419,4.854677454552732
TEST_00420,5.256645221449414
TEST_00421,5.1643969838494215
TEST_00422,5.09002487636009
TEST_00423,5.957130852123846
TEST_00424,6.551910514458882
TEST_00425,6.916642594371645
TEST_00426,4.518628860329375
TEST_00427,5.301433074816423
TEST_00428,5.889973189470691
TEST_00429,8.724676801875646
TEST_00430,4.953241575046615
TEST_00431,5.2503254487009485
TEST_00432,4.594093066261067
TEST_00433,5.0022288102061125
TEST_00434,7.015311303658947
TEST_00435,5.060666157303437
TEST_00436,3.9347521619071237
TEST_00437,6.321326472181319
TEST_00438,5.866982915614262
TEST_00439,9.776435872656972
TEST_00440,5.7183427187830524
TEST_00441,4.212440380300457
TEST_00442,5.412959036956298
TEST_00443,8.35881993628196
TEST_00444,6.182796372678698
TEST_00445,4.4617132367746954
TEST_00446,4.907818184767478
TEST_00447,5.130500947541037
TEST_00448,9.56543320342399
TEST_00449,2.9612722501315005
TEST_00450,7.213167874649418
TEST_00451,6.975311362545856
TEST_00452,3.4641205689560373
TEST_00453,7.009638866308073
TEST_00454,5.248023005466212
TEST_00455,4.943122106027516
TEST_00456,5.745364916231583
TEST_00457,4.433962951331736
TEST_00458,4.781388254899397
TEST_00459,5.570776799473595
TEST_00460,6.591873266089667
TEST_00461,6.286262412824225
TEST_00462,4.506844119840693
TEST_00463,4.101276255903311
TEST_00464,10.044885611632836
TEST_00465,5.331277782786433
TEST_00466,4.7334639673831305
TEST_00467,5.490468838999288
TEST_00468,5.286446056867792
TEST_00469,4.716685613639207
TEST_00470,5.74538801086921
TEST_00471,6.113610403513462
TEST_00472,4.545158995574898
TEST_00473,4.935333966965651
TEST_00474,4.7483089820349385
TEST_00475,4.810893456268666
TEST_00476,6.627506156047769
TEST_00477,4.702108227895412
TEST_00478,5.205525696036776
TEST_00479,4.612391077503734
TEST_00480,5.344297661232918
TEST_00481,6.237591853930944
TEST_00482,5.514121320848879
TEST_00483,5.840942770038669
TEST_00484,7.702673101088379
TEST_00485,4.992223073088422
TEST_00486,7.077935215534239
TEST_00487,5.736493731778882
TEST_00488,5.8187989071424475
TEST_00489,4.248062690564801
TEST_00490,5.520645574239033
TEST_00491,4.45423624629214
TEST_00492,7.5673593942810164
TEST_00493,5.178711044731376
TEST_00494,4.656709659053021
TEST_00495,4.210752002792148
TEST_00496,4.091841947136508
TEST_00497,4.310401147879098
TEST_00498,4.834392104554762
TEST_00499,4.916345298907238
TEST_00500,6.528313432106277
TEST_00501,5.344333027445739
TEST_00502,3.7094967969843786
TEST_00503,4.1868193138415535
TEST_00504,6.081540771614009
TEST_00505,6.11502223193019
TEST_00506,6.240222421705674
TEST_00507,3.9371891288207763
TEST_00508,4.0018927492264815
TEST_00509,5.337707089910204
TEST_00510,4.2983024389976165
TEST_00511,5.3580201302401065
TEST_00512,6.35110487980057
TEST_00513,6.152977371909312
TEST_00514,6.456983634741384
TEST_00515,4.806331851151793
TEST_00516,3.6990073766434826
TEST_00517,4.144579331672478
TEST_00518,8.44263157969582
TEST_00519,5.955707951383282
TEST_00520,5.466571878038437
TEST_00521,5.761997304136518
TEST_00522,5.167570888450179
TEST_00523,6.00585649451131
TEST_00524,6.943892723451665
TEST_00525,5.461856414458506
TEST_00526,5.280514727470898
TEST_00527,5.313276340079103
TEST_00528,4.781087840517138
TEST_00529,7.165976355358847
TEST_00530,7.082313823962643
TEST_00531,5.965300248461261
TEST_00532,5.300124201184694
TEST_00533,6.069970929182965
TEST_00534,5.657090513813145
TEST_00535,4.986720774713476
TEST_00536,4.198032174802616
TEST_00537,4.842751049396053
TEST_00538,5.974743548434123
TEST_00539,5.4332695612960045
TEST_00540,3.5692051925631887
TEST_00541,4.840860456419062
TEST_00542,6.3392344712632465
TEST_00543,4.6762056098534615
TEST_00544,4.044312337795795
TEST_00545,7.031598405245219
TEST_00546,4.8578697618207585
TEST_00547,4.337535340103862
TEST_00548,7.1942397013156345
TEST_00549,3.921929351433917
TEST_00550,6.002354045623761
TEST_00551,5.149530359429697
TEST_00552,5.447398611459622
TEST_00553,5.343502462371447
TEST_00554,7.818117279034876
TEST_00555,5.36781897753842
TEST_00556,5.822542620953168
TEST_00557,4.86312631988271
TEST_00558,6.684116348614179
TEST_00559,7.140112630419466
TEST_00560,5.01270274583139
TEST_00561,4.898508978322724
TEST_00562,6.764861695056457
TEST_00563,7.320595719216971
TEST_00564,4.75715298839825
TEST_00565,4.64944195379687
TEST_00566,5.124872537770141
TEST_00567,4.938747759255332
TEST_00568,4.1312573791707905
TEST_00569,6.719932088189225
TEST_00570,4.897500467655732
TEST_00571,3.3849760916231766
TEST_00572,7.079583681139354
TEST_00573,7.111848278279464
TEST_00574,4.882621831444133
TEST_00575,4.185579811686523
TEST_00576,4.859790920419755
TEST_00577,5.2445963821492505
TEST_00578,6.022205876421825
TEST_00579,4.982508225676778
TEST_00580,4.583731532754193
TEST_00581,4.667256298162638
TEST_00582,3.9557844083598077
TEST_00583,5.710024429286076
TEST_00584,5.816536674812475
TEST_00585,6.9203524611988705
TEST_00586,6.840850474926679
TEST_00587,4.751116054765621
TEST_00588,4.524037624858199
TEST_00589,4.539339325412168
TEST_00590,4.731599375030974
TEST_00591,7.031954760665876
TEST_00592,5.683383288325903
TEST_00593,5.089917534833013
TEST_00594,5.083354920614575
TEST_00595,3.7853468393719147
TEST_00596,6.760520225863463
TEST_00597,6.282827406933606
TEST_00598,7.8211177825579625
TEST_00599,5.766225866870556
TEST_00600,5.786010171818429
TEST_00601,4.045655302979998
TEST_00602,5.712619863073989
TEST_00603,3.5107793201141284
TEST_00604,6.231660967798838
TEST_00605,6.4113483244084435
TEST_00606,4.799047672220574
TEST_00607,4.189842242340358
TEST_00608,6.056702858393834
TEST_00609,4.216050951932491
TEST_00610,8.181549827277419
TEST_00611,4.654745251041522
TEST_00612,6.044533128682435
TEST_00613,7.928492860640166
TEST_00614,7.247701673513358
TEST_00615,5.6058712175864684
TEST_00616,4.3799229916652
TEST_00617,6.134709437637792
TEST_00618,5.158728701773054
TEST_00619,5.605928421055349
TEST_00620,5.881843047718956
TEST_00621,4.154561566343773
TEST_00622,6.931482353786073
TEST_00623,4.570505095656241
TEST_00624,4.917633388512083
TEST_00625,5.577491742486213
TEST_00626,6.780129489583988
TEST_00627,4.137871662881302
TEST_00628,6.133088673519747
TEST_00629,4.229890530547774
TEST_00630,7.9480714269427
TEST_00631,4.273029502454033
TEST_00632,4.523629081077228
TEST_00633,5.494688674838873
TEST_00634,3.99143158905434
TEST_00635,5.314360818931188
TEST_00636,4.736774781592793
TEST_00637,5.167459934298368
TEST_00638,6.031767731597313
TEST_00639,3.61223027372208
TEST_00640,5.218353154391682
TEST_00641,4.78134776874127
TEST_00642,5.172031266560399
TEST_00643,4.501959494829482
TEST_00644,5.423945155409481
TEST_00645,4.1868193138415535
TEST_00646,6.120419588649401
TEST_00647,5.560131574512429
TEST_00648,4.973857368477777
TEST_00649,6.14487913004298
TEST_00650,4.544879291105119
TEST_00651,4.842237633034898
TEST_00652,5.42508490169779
TEST_00653,6.252136497970678
TEST_00654,6.196683912879333
TEST_00655,8.08912517709658
TEST_00656,6.4245985519856745
TEST_00657,4.782061217893247
TEST_00658,4.160664196272034
TEST_00659,5.21544748366728
TEST_00660,7.1607552728548995
TEST_00661,5.568694340879901
TEST_00662,5.099869184330071
TEST_00663,3.009107159804003
TEST_00664,5.072817968227692
TEST_00665,5.355938021278142
TEST_00666,7.555553674581162
TEST_00667,5.540239789367877
TEST_00668,4.338141982363577
TEST_00669,6.6642903691817175
TEST_00670,3.561525855372036
TEST_00671,4.828262912157033
TEST_00672,5.119713949197401
TEST_00673,4.1416236744607495
TEST_00674,4.1840403117659655
TEST_00675,5.833373544428504
TEST_00676,4.755743176748773
TEST_00677,5.657731283923301
TEST_00678,6.296440471302876
TEST_00679,4.254934926915155
TEST_00680,5.783658340763349
TEST_00681,3.590818726213911
TEST_00682,4.253864588270314
TEST_00683,5.055513809264156
TEST_00684,6.387113294358066
TEST_00685,6.003310788269292
TEST_00686,8.862440592568088
TEST_00687,6.444888528623778
TEST_00688,5.470421439020022
TEST_00689,5.466571878038437
TEST_00690,3.8847471984402056
TEST_00691,5.3587710834212565
TEST_00692,4.375401751908758
TEST_00693,11.24905368719757
TEST_00694,5.157630261327284
TEST_00695,4.270131696524519
TEST_00696,4.040502976253798
TEST_00697,6.431298747279772
TEST_00698,4.866998848660746
TEST_00699,5.1949902137059425
TEST_00700,4.801518881091713
TEST_00701,6.4144205862441055
TEST_00702,5.065287354062935
TEST_00703,5.723575456243179
TEST_00704,5.776207330873749
TEST_00705,5.590968033582694
TEST_00706,6.467490702187806
TEST_00707,4.001005843804922
TEST_00708,5.117594589789274
TEST_00709,5.206077853912401
TEST_00710,6.126692390945433
TEST_00711,8.09314198297431
TEST_00712,7.56053941076275
TEST_00713,4.529580543438588
TEST_00714,6.964284470665486
TEST_00715,4.5588064491235265
TEST_00716,6.532880636946732
TEST_00717,4.597113007440033
TEST_00718,6.261997546189626
TEST_00719,4.830920274278416
TEST_00720,5.134242476856645
TEST_00721,5.204096007796785
TEST_00722,5.524978330307992
TEST_00723,4.596759867166252
TEST_00724,8.25087884629172
TEST_00725,4.8478485992473175
TEST_00726,4.095943575739007
TEST_00727,4.369443770396622
TEST_00728,4.237609894047196
TEST_00729,7.975590708657403
TEST_00730,7.035241765067628
TEST_00731,4.753492353382207
TEST_00732,6.253915686454015
TEST_00733,5.758337921073924
TEST_00734,4.473834646513268
TEST_00735,4.9525810867349875
TEST_00736,5.655770028553359
TEST_00737,4.084058913136378
TEST_00738,5.627001427833541
TEST_00739,5.522641325869561
TEST_00740,5.417639995868033
TEST_00741,7.227880781855042
TEST_00742,5.321492264768839
TEST_00743,5.780720334359238
TEST_00744,6.047974072914652
TEST_00745,8.53646934113604
TEST_00746,3.7605901832410744
TEST_00747,5.740076583042413
TEST_00748,6.770263043380275
TEST_00749,5.825023366119659
TEST_00750,6.7778569631055525
TEST_00751,6.3583304534333465
TEST_00752,5.4995136606767865
TEST_00753,6.464223418884256
TEST_00754,5.2823092732286945
TEST_00755,5.570326771795543
TEST_00756,7.245805484190971
TEST_00757,5.441639291966304
TEST_00758,4.351143483778941
TEST_00759,7.138940571673793
TEST_00760,5.73606900866125
TEST_00761,5.791298125078072
TEST_00762,5.0041454281773206
TEST_00763,5.518104758804309
TEST_00764,5.638948758565434
TEST_00765,7.0909924663273785
TEST_00766,3.7944266919339853
TEST_00767,6.284191367424022
TEST_00768,4.128234601993228
TEST_00769,6.100661345618352
TEST_00770,3.415591171867689
TEST_00771,5.1103865715438985
TEST_00772,4.644330434148237
TEST_00773,5.428352483301779
TEST_00774,7.1040863139392805
TEST_00775,4.272294482646057
TEST_00776,5.137048680952052
TEST_00777,5.772586485043391
TEST_00778,6.899573937670553
TEST_00779,4.406367736415284
TEST_00780,7.033995721558917
TEST_00781,7.635531774991506
TEST_00782,5.528596710404411
TEST_00783,5.843439907546767
TEST_00784,5.910699362933126
TEST_00785,4.504406436306073
TEST_00786,4.907226726400712
TEST_00787,6.3767165437662605
TEST_00788,6.0695776494400135
TEST_00789,6.550947805748571
TEST_00790,5.145110308804448
TEST_00791,5.007090692663127
TEST_00792,5.1871685362277695
TEST_00793,6.4128532166687116
TEST_00794,6.617495196776112
TEST_00795,3.98049295335095
TEST_00796,5.883566244270593
TEST_00797,5.772391795436256
TEST_00798,4.845095245440714
TEST_00799,6.0890049136841
TEST_00800,5.951711152470704
TEST_00801,4.199927542744412
TEST_00802,3.711848033484415
TEST_00803,4.80865287993139
TEST_00804,5.611475409743328
TEST_00805,5.133234821119974
TEST_00806,5.1172651384735275
TEST_00807,5.969999112264144
TEST_00808,7.9376152693905055
TEST_00809,5.073359062940387
TEST_00810,4.601405865274728
TEST_00811,4.8291528834893676
TEST_00812,4.2897423143324005
TEST_00813,5.046440940119556
TEST_00814,7.68911916661413
TEST_00815,5.194787152398984
TEST_00816,4.076597523187839
TEST_00817,4.253979237818481
TEST_00818,5.242666060988764
TEST_00819,9.509794000787082
TEST_00820,5.786374828204526
TEST_00821,8.149702853765962
TEST_00822,6.0828375907521455
TEST_00823,5.926025148066646
TEST_00824,5.274903506102671
TEST_00825,4.6053438843767935
TEST_00826,4.530488783091201
TEST_00827,4.568238389909624
TEST_00828,5.782192411441347
TEST_00829,5.19865923904019
TEST_00830,5.397324616837512
TEST_00831,8.73876443900786
TEST_00832,5.675537857352836
TEST_00833,4.761636549228509
TEST_00834,5.754347094472667
TEST_00835,4.872531084542967
TEST_00836,7.355530647657922
TEST_00837,6.998955603637487
TEST_00838,5.265645261726949
TEST_00839,6.393345413984722
TEST_00840,6.78731837584964
TEST_00841,5.859159063358653
TEST_00842,3.303653725779629
TEST_00843,8.415030536625185
TEST_00844,4.176155316205961
TEST_00845,3.4668092108598145
TEST_00846,5.6663552245598545
TEST_00847,5.965408466320866
TEST_00848,5.5347157314397535
TEST_00849,7.329652023710533
TEST_00850,6.050429499439268
TEST_00851,5.776786210268305
TEST_00852,5.228013011991305
TEST_00853,8.160045644238544
TEST_00854,5.6295954319001495
TEST_00855,5.529714602813819
TEST_00856,4.29719714271733
TEST_00857,7.63138731182379
TEST_00858,5.132482764866857
TEST_00859,5.228618477425442
TEST_00860,5.543856715237769
TEST_00861,6.085741024681042
TEST_00862,6.356780499614423
TEST_00863,7.65091769489792
TEST_00864,5.739040948054637
TEST_00865,5.698242319560702
TEST_00866,5.00286985439098
TEST_00867,5.672455832870096
TEST_00868,-484.4885617282031
TEST_00869,4.672249584529322
TEST_00870,7.1789193813252155
TEST_00871,6.744326589983455
TEST_00872,6.125665018914884
TEST_00873,6.511673269226776
TEST_00874,5.402238804560536
TEST_00875,7.338463461335234
TEST_00876,5.737780258209359
TEST_00877,6.066167440608556
TEST_00878,6.136134211016973
TEST_00879,5.646141513894403
TEST_00880,5.704789284987488
TEST_00881,4.093076452926301
TEST_00882,4.485885536073564
TEST_00883,3.75983301194886
TEST_00884,7.229806952178304
TEST_00885,5.033254868199148
TEST_00886,4.997346730660951
TEST_00887,6.012427774268701
TEST_00888,4.049240464138009
TEST_00889,4.7161699172232865
TEST_00890,4.633109204454133
TEST_00891,3.455366904541286
TEST_00892,4.944405954007301
TEST_00893,4.559147845335193
TEST_00894,4.078007227283088
TEST_00895,3.9495605149196713
TEST_00896,4.359024477144562
TEST_00897,4.004619825178732
TEST_00898,5.412990893675996
TEST_00899,5.182276517904409
TEST_00900,3.9875598860926154
TEST_00901,8.240359800719254
TEST_00902,4.963857039695867
TEST_00903,5.70839546319835
TEST_00904,4.84903980096659
TEST_00905,5.1906963440425855
TEST_00906,4.860796638269228
TEST_00907,5.005776528129012
TEST_00908,5.447398611459622
TEST_00909,4.486356620862164
TEST_00910,7.153074201422982
TEST_00911,4.401514675957973
TEST_00912,4.606300388426423
TEST_00913,6.47752500867211
TEST_00914,6.620958049116741
TEST_00915,4.129456663669988
TEST_00916,4.839189134322115
TEST_00917,8.588492827284448
TEST_00918,4.137815263485823
TEST_00919,5.500096047033399
TEST_00920,5.636386682231546
TEST_00921,4.981771752068717
TEST_00922,5.290052796839674
