id,target
TEST_00115,4.675948685818848
TEST_00116,7.1186960701599284
TEST_00117,4.781291573007293
TEST_00118,3.9859317728891535
TEST_00119,4.654622239311551
TEST_00120,5.6007304124725
TEST_00121,5.652652603292533
TEST_00122,4.255738486879569
TEST_00123,5.3704904748573625
TEST_00124,6.078122212816067
TEST_00125,4.355585626375657
TEST_00126,5.3713236879882285
TEST_00127,4.424528862528151
TEST_00128,5.069683453002968
TEST_00129,4.0705441976809755
TEST_00130,6.244908402548184
TEST_00131,4.440021538564126
TEST_00132,6.536550529996456
TEST_00133,4.502040424730322
TEST_00134,5.444373194473085
TEST_00135,5.340506182715144
TEST_00136,6.569890292308722
TEST_00137,4.431013328346539
TEST_00138,5.530559815303932
TEST_00139,4.063014193967643
TEST_00140,5.818118690828317
TEST_00141,4.6246260367997785
TEST_00142,5.9749255502794325
TEST_00143,4.689514618547763
TEST_00144,6.551858349558891
TEST_00145,4.07599543805347
TEST_00146,5.147738112643019
TEST_00147,6.798024103505893
TEST_00148,5.92970064037035
TEST_00149,5.919384033426391
TEST_00150,5.428910344635697
TEST_00151,4.54710383710266
TEST_00152,4.363000321409261
TEST_00153,5.28479618559312
TEST_00154,4.238376327740083
TEST_00155,5.0442270592292715
TEST_00156,3.90231099312939
TEST_00157,3.9143269561951066
TEST_00158,5.34906764488824
TEST_00159,4.637692226292379
TEST_00160,4.699287581195053
TEST_00161,4.979410431044823
TEST_00162,4.4722741401621215
TEST_00163,6.247197729003197
TEST_00164,5.7171674008947555
TEST_00165,4.040578798512801
TEST_00166,3.580608626475516
TEST_00167,3.6621034983347442
TEST_00168,3.9681097410489405
TEST_00169,4.778236730931633
TEST_00170,8.816320522720083
TEST_00171,6.887016288064243
TEST_00172,8.248437041850863
TEST_00173,7.730738936615608
TEST_00174,3.496386172782443
TEST_00175,4.864907052391052
TEST_00176,5.053430403100759
TEST_00177,5.038016584506376
TEST_00178,6.168865815102212
TEST_00179,7.220510378185647
TEST_00180,8.305466885675783
TEST_00181,5.760438808811617
TEST_00182,6.284478117525974
TEST_00183,4.86850021224121
TEST_00184,3.835742894609294
TEST_00185,6.7862748007052485
TEST_00186,6.6744535198264625
TEST_00187,5.163375860257384
TEST_00188,5.134501544699637
TEST_00189,6.686670082518362
TEST_00190,5.08451398042974
TEST_00191,5.393613540079722
TEST_00192,4.592481586414703
TEST_00193,4.551704314831504
TEST_00194,4.34768183042657
TEST_00195,4.7178804277362945
TEST_00196,4.396761147781361
TEST_00197,5.402220408495009
TEST_00198,4.768200485306098
TEST_00199,7.711186137029445
TEST_00200,4.415271920530127
TEST_00201,4.085180143070324
TEST_00202,5.903734729189337
TEST_00203,6.213602879877748
TEST_00204,7.692260209177045
TEST_00205,7.547219922782535
TEST_00206,4.621939035980925
TEST_00207,8.1213881725968
TEST_00208,5.449643586898905
TEST_00209,4.91644432673957
TEST_00210,6.27380530589571
TEST_00211,3.825966167428178
TEST_00212,4.597123147544375
TEST_00213,4.425935062084816
TEST_00214,5.463512465396878
TEST_00215,3.9124206883996657
TEST_00216,5.208383448184648
TEST_00217,6.385552669301392
TEST_00218,6.523866800640591
TEST_00219,6.810455033243909
TEST_00220,5.021298892160924
TEST_00221,5.557352258846748
TEST_00222,5.828180535477875
TEST_00223,6.135391455162089
TEST_00224,5.723009577652946
TEST_00225,4.235814781384189
TEST_00226,5.627557994609396
TEST_00227,6.013165017087134
TEST_00228,5.645417312225899
TEST_00229,5.502802152322907
TEST_00230,5.109868514038349
TEST_00231,4.263796993183336
TEST_00232,5.009824367620387
TEST_00233,7.019020340278017
TEST_00234,9.152966684565444
TEST_00235,4.984210926817921
TEST_00236,5.950063350360061
TEST_00237,5.483457153397181
TEST_00238,8.563240099523183
TEST_00239,6.249850885000744
TEST_00240,8.860440010379557
TEST_00241,3.6944482738678026
TEST_00242,5.73447362925716
TEST_00243,4.759573389337364
TEST_00244,5.798341473035641
TEST_00245,5.277160471044001
TEST_00246,4.863820348088352
TEST_00247,5.573106047883611
TEST_00248,4.4085153978414136
TEST_00249,5.848568892279797
TEST_00250,3.2496543616674236
TEST_00251,4.121148560498071
TEST_00252,4.6735423592941405
TEST_00253,5.726717621317753
TEST_00254,4.883632885002905
TEST_00255,4.290691462380622
TEST_00256,8.515187293648157
TEST_00257,3.9577223699619846
TEST_00258,6.60248090398635
TEST_00259,5.575949922221523
TEST_00260,4.787606831370772
TEST_00261,9.304940453633815
TEST_00262,5.606120768158378
TEST_00263,4.663713932077074
TEST_00264,4.980400896908408
TEST_00265,4.922126973066927
TEST_00266,6.2599430657091055
TEST_00267,5.58763732320027
TEST_00268,5.6653102933918005
TEST_00269,4.425810536654349
TEST_00270,7.52472276920143
TEST_00271,5.187957060700236
TEST_00272,6.46150527373161
TEST_00273,5.621677262551314
TEST_00274,4.717842149752052
TEST_00275,4.423119018279736
TEST_00276,6.0396835803788
TEST_00277,4.372986223368289
TEST_00278,6.6649522950552615
TEST_00279,4.63912189750221
TEST_00280,5.253047677655209
TEST_00281,3.5256329572111897
TEST_00282,5.824868895439345
TEST_00283,4.628664700617335
TEST_00284,5.392025605148243
TEST_00285,3.2795524720374805
TEST_00286,9.948210010415957
TEST_00287,4.459893180500229
TEST_00288,4.67338259454503
TEST_00289,4.01538181776016
TEST_00290,7.251055485334287
TEST_00291,6.36736847136378
TEST_00292,6.7173685978022455
TEST_00293,9.618613873818179
TEST_00294,6.094082121968529
TEST_00295,5.755366501697664
TEST_00296,4.976714923388387
TEST_00297,6.776893853238555
TEST_00298,8.015057315100693
TEST_00299,4.358849691168297
TEST_00300,4.7136832626408065
TEST_00301,4.792270824848655
TEST_00302,5.171461824819537
TEST_00303,5.8079470943271225
TEST_00304,3.6282080806093933
TEST_00305,5.208699240758788
TEST_00306,3.7387705185379403
TEST_00307,4.8870797001101876
TEST_00308,4.433244170576615
TEST_00309,4.301139420041822
TEST_00310,5.823226577380006
TEST_00311,5.0471739791896315
TEST_00312,7.052108158797191
TEST_00313,5.124439470478242
TEST_00314,3.839325970530866
TEST_00315,5.71071839450951
TEST_00316,5.835948833893616
TEST_00317,4.6719358138281795
TEST_00318,4.846106329685553
TEST_00319,4.872967339174705
TEST_00320,3.729224976854143
TEST_00321,5.352225603973851
TEST_00322,4.678370795727233
TEST_00323,4.583191635808874
TEST_00324,3.996268888387443
TEST_00325,4.994520170672515
TEST_00326,5.512495124442525
TEST_00327,6.81058729049688
TEST_00328,3.8984897008692334
TEST_00329,5.904209739508528
TEST_00330,4.872211479714726
TEST_00331,6.243126794702945
TEST_00332,7.408817240767067
TEST_00333,6.5205504814491215
TEST_00334,7.049956193871516
TEST_00335,3.8446110300685623
TEST_00336,5.745440234416858
TEST_00337,4.509408385854531
TEST_00338,4.2522584862756965
TEST_00339,5.814146883312889
TEST_00340,9.47889063129785
TEST_00341,4.187172195473928
TEST_00342,5.958012885091122
TEST_00343,7.250833328376491
TEST_00344,5.9344671832327744
TEST_00345,6.354644789864991
TEST_00346,5.992441012212552
TEST_00347,5.994953511143408
TEST_00348,3.7937710402453746
TEST_00349,7.513291174053872
TEST_00350,4.883076889732164
TEST_00351,4.566789647001009
TEST_00352,4.673913838156601
TEST_00353,6.176881979105804
TEST_00354,5.705648972372859
TEST_00355,5.843334372538103
TEST_00356,5.366621768614307
TEST_00357,4.989984597512239
TEST_00358,8.65288509956949
TEST_00359,5.191751367639119
TEST_00360,4.71357053600001
TEST_00361,5.542576624056855
TEST_00362,4.125152523664038
TEST_00363,5.1851026621190694
TEST_00364,4.672410930707297
TEST_00365,4.5169433572729645
TEST_00366,5.374111068701868
TEST_00367,6.63899603870667
TEST_00368,6.660300020006098
TEST_00369,4.235314938106994
TEST_00370,7.608394437184286
TEST_00371,5.067090463426237
TEST_00372,5.099089901200737
TEST_00373,7.197365507938326
TEST_00374,3.371058927004507
TEST_00375,4.634347933701352
TEST_00376,3.3987040671486337
TEST_00377,4.398117204827807
TEST_00378,7.305346087713078
TEST_00379,4.703822406282078
TEST_00380,5.225324768009209
TEST_00381,6.955564987290638
TEST_00382,9.494003342607073
TEST_00383,5.146752922829286
TEST_00384,4.688067044182156
TEST_00385,5.214454993286304
TEST_00386,7.9490463269113505
TEST_00387,4.4253679845027305
TEST_00388,4.2993315548774955
TEST_00389,6.3778472388167184
TEST_00390,5.960980770555131
TEST_00391,4.737404408735104
TEST_00392,4.978026586320498
TEST_00393,5.283087927836168
TEST_00394,6.888797362252096
TEST_00395,5.430063226632795
TEST_00396,5.221199350782323
TEST_00397,3.868537728508728
TEST_00398,3.956752574274555
TEST_00399,3.715501174551074
TEST_00400,5.3096326798576445
TEST_00401,5.645081938441312
TEST_00402,4.799808132291723
TEST_00403,5.013321068129357
TEST_00404,6.901393765854031
TEST_00405,7.628727948399634
TEST_00406,6.457017334514329
TEST_00407,7.026397977684561
TEST_00408,4.397808371332522
TEST_00409,7.722397941385474
TEST_00410,6.497872195010615
TEST_00411,3.71284324641898
TEST_00412,6.771226692578389
TEST_00413,4.81276760188261
TEST_00414,5.232136322739061
TEST_00415,3.3943682916748186
TEST_00416,6.5455270178567035
TEST_00417,5.186911136569137
TEST_00418,4.196542690459067
TEST_00419,5.117465653235249
TEST_00420,4.88288810840252
TEST_00421,4.964961449421601
TEST_00422,5.142415663910986
TEST_00423,5.99222813206557
TEST_00424,6.39544184811409
TEST_00425,6.8344744669114075
TEST_00426,4.579583966925803
TEST_00427,5.386946116886188
TEST_00428,5.915769606381317
TEST_00429,8.338293747463492
TEST_00430,4.214835931880694
TEST_00431,5.40974307227581
TEST_00432,4.87302599886364
TEST_00433,5.029571373901282
TEST_00434,7.070891196672408
TEST_00435,5.180352076542047
TEST_00436,3.9632332379746327
TEST_00437,6.38960518877576
TEST_00438,5.847767419051995
TEST_00439,9.973854226265924
TEST_00440,5.911211621720957
TEST_00441,4.2794406781905625
TEST_00442,5.615668718513235
TEST_00443,8.402685837365432
TEST_00444,6.183267095510375
TEST_00445,4.762588446941123
TEST_00446,4.903783376229475
TEST_00447,5.119978338194736
TEST_00448,9.719132231641396
TEST_00449,3.0171582660944956
TEST_00450,7.22968730465921
TEST_00451,7.040157099819331
TEST_00452,3.5042448194618627
TEST_00453,6.999229809172268
TEST_00454,5.184311006257138
TEST_00455,5.104882242871609
TEST_00456,5.37341970680677
TEST_00457,4.549934898893188
TEST_00458,5.00829515991585
TEST_00459,5.762849615214095
TEST_00460,6.855692823712189
TEST_00461,6.409811151408458
TEST_00462,4.431625272278437
TEST_00463,4.031218724500517
TEST_00464,10.063451978753152
TEST_00465,5.382661022780372
TEST_00466,4.9784377899212
TEST_00467,5.462420767711169
TEST_00468,5.425382049127554
TEST_00469,4.625207653423495
TEST_00470,5.531972766236932
TEST_00471,5.843881423070653
TEST_00472,4.105863581067091
TEST_00473,4.919139581356817
TEST_00474,4.747674505953752
TEST_00475,4.774131226755961
TEST_00476,6.754208990117997
TEST_00477,4.961529034297115
TEST_00478,4.910690369048267
TEST_00479,4.650542610682205
TEST_00480,5.467027892733456
TEST_00481,6.146659529398786
TEST_00482,5.631998792514732
TEST_00483,6.171240449328758
TEST_00484,7.482300426210342
TEST_00485,5.118726885727833
TEST_00486,7.310845145353293
TEST_00487,5.717190812265233
TEST_00488,5.919124028407337
TEST_00489,4.297208483609711
TEST_00490,5.165083458969223
TEST_00491,4.392019703437537
TEST_00492,7.339597749324362
TEST_00493,5.288239256668576
TEST_00494,4.695409778570538
TEST_00495,4.244412424800357
TEST_00496,4.0929815237293665
TEST_00497,4.342208394077684
TEST_00498,4.331849513412612
TEST_00499,5.259707448570834
TEST_00500,6.828003529845373
TEST_00501,5.786362179366211
TEST_00502,4.066322147106289
TEST_00503,4.13546385587674
TEST_00504,6.159379886383675
TEST_00505,6.108964597144589
TEST_00506,5.83639537560256
TEST_00507,3.8538153028202013
TEST_00508,4.194655067097446
TEST_00509,5.42643805248124
TEST_00510,4.3548005111513985
TEST_00511,5.447533329586055
TEST_00512,6.395229574487269
TEST_00513,6.1890963820341645
TEST_00514,6.357043721621248
TEST_00515,4.693848147255418
TEST_00516,3.6400509125141047
TEST_00517,4.184746813141548
TEST_00518,8.304341818903351
TEST_00519,5.790394421937581
TEST_00520,5.706252279305923
TEST_00521,5.688050677845658
TEST_00522,5.562459585377845
TEST_00523,6.02138555894121
TEST_00524,6.650160579471806
TEST_00525,5.546522414563942
TEST_00526,5.2686615365059675
TEST_00527,5.293360656530399
TEST_00528,5.082881112457372
TEST_00529,7.423336806554306
TEST_00530,6.762011287714226
TEST_00531,5.623691509803407
TEST_00532,5.528833661529012
TEST_00533,6.163475344642871
TEST_00534,5.708715372816998
TEST_00535,5.045624647742369
TEST_00536,4.182002314952744
TEST_00537,4.919168417544314
TEST_00538,5.860260909838527
TEST_00539,5.382022029507786
TEST_00540,3.377422790008661
TEST_00541,5.315965631129245
TEST_00542,6.274874065928429
TEST_00543,4.626788574230001
TEST_00544,4.1994759679925036
TEST_00545,7.153513780887587
TEST_00546,4.926861550259209
TEST_00547,4.374719140038426
TEST_00548,7.271557075362257
TEST_00549,4.172294211208081
TEST_00550,5.992945093849204
TEST_00551,4.6959139534091285
TEST_00552,5.512866581435571
TEST_00553,5.62889385666656
TEST_00554,7.836027806307004
TEST_00555,4.977813706633707
TEST_00556,5.641728805126784
TEST_00557,4.9195252361649535
TEST_00558,6.614400635217651
TEST_00559,7.373517589968051
TEST_00560,4.522754710069275
TEST_00561,5.008887390021582
TEST_00562,6.796881113817306
TEST_00563,7.2172001457677935
TEST_00564,4.685862560736583
TEST_00565,4.736620272726297
TEST_00566,5.110229623322429
TEST_00567,5.041965193186137
TEST_00568,4.080766024665397
TEST_00569,6.77989469817113
TEST_00570,4.834799980031245
TEST_00571,3.4670980821481225
TEST_00572,7.348495428280978
TEST_00573,6.841439012624626
TEST_00574,5.018980202307869
TEST_00575,4.265946811726181
TEST_00576,5.020456122808593
TEST_00577,5.288987956724599
TEST_00578,6.042010345703716
TEST_00579,5.231830194055465
TEST_00580,4.667160493323736
TEST_00581,4.7018164201623165
TEST_00582,3.8735491211843995
TEST_00583,5.794547617175581
TEST_00584,6.106051313027455
TEST_00585,7.122798091741714
TEST_00586,6.857701509134278
TEST_00587,4.887725955145099
TEST_00588,4.404039154847847
TEST_00589,4.6095446162885
TEST_00590,4.6265619385759456
TEST_00591,6.838274035904927
TEST_00592,5.5907275455605685
TEST_00593,4.975673661410873
TEST_00594,5.253263314201945
TEST_00595,3.709487025644372
TEST_00596,6.43953685973614
TEST_00597,6.34273793708703
TEST_00598,7.80203436746142
TEST_00599,5.833869440348574
TEST_00600,5.867344432029469
TEST_00601,3.853253130971771
TEST_00602,5.826119911241045
TEST_00603,3.816183840953434
TEST_00604,6.107334504721686
TEST_00605,6.408309153588932
TEST_00606,4.738560955516518
TEST_00607,4.299624589365159
TEST_00608,6.065500895047887
TEST_00609,4.1993819471258895
TEST_00610,7.946294084234374
TEST_00611,4.514686861292368
TEST_00612,6.113991856140019
TEST_00613,7.7387837008050235
TEST_00614,7.401405118582456
TEST_00615,5.6884616317131815
TEST_00616,4.507893672974561
TEST_00617,6.116896561944276
TEST_00618,5.079057485002981
TEST_00619,5.713808235088358
TEST_00620,5.638952915670998
TEST_00621,4.155789597728866
TEST_00622,7.030686127986318
TEST_00623,4.633207623651803
TEST_00624,5.010383591074992
TEST_00625,5.556869964248051
TEST_00626,6.900314973440725
TEST_00627,4.489691122728548
TEST_00628,6.091448141841879
TEST_00629,4.532421174718278
TEST_00630,8.071209480997062
TEST_00631,4.357267139035991
TEST_00632,4.54052002516995
TEST_00633,5.604769973013148
TEST_00634,3.989443961466463
TEST_00635,5.5397716103334975
TEST_00636,4.7210454258924415
TEST_00637,5.102781968154712
TEST_00638,5.559122236436913
TEST_00639,3.4630278883901413
TEST_00640,5.279750200747362
TEST_00641,4.774111377812892
TEST_00642,5.147265757429838
TEST_00643,4.451915221540828
TEST_00644,5.436379392894692
TEST_00645,4.13546385587674
TEST_00646,5.9009162268467605
TEST_00647,5.945044527598827
TEST_00648,5.076768528571164
TEST_00649,6.238432991623509
TEST_00650,4.5026555982661325
TEST_00651,4.800597891700929
TEST_00652,4.956971341502257
TEST_00653,6.232009788571117
TEST_00654,6.026160951392619
TEST_00655,8.382114377007309
TEST_00656,6.487774715356041
TEST_00657,4.73512128341054
TEST_00658,4.175117105657937
TEST_00659,5.2267465427471
TEST_00660,7.390509472708695
TEST_00661,5.5293321674649505
TEST_00662,5.39720180729295
TEST_00663,3.1763460144097837
TEST_00664,5.195336529866189
TEST_00665,5.3700267234896595
TEST_00666,7.313044242330014
TEST_00667,5.850255933213091
TEST_00668,4.184263919531535
TEST_00669,6.521496748098695
TEST_00670,3.514061590442788
TEST_00671,4.7912205533121615
TEST_00672,4.681684084736734
TEST_00673,4.135069192731022
TEST_00674,4.547763447690976
TEST_00675,5.466316977548887
TEST_00676,4.898808110467081
TEST_00677,5.777939537311411
TEST_00678,6.420843318631203
TEST_00679,4.3103592909300215
TEST_00680,5.693142530284273
TEST_00681,3.8202450258290845
TEST_00682,4.18387951162774
TEST_00683,5.096866855179147
TEST_00684,6.285366955399251
TEST_00685,6.033908832482789
TEST_00686,8.46614248464017
TEST_00687,6.5448809516073405
TEST_00688,5.56663316196479
TEST_00689,5.706252279305923
TEST_00690,3.803544304638551
TEST_00691,5.508764974909405
TEST_00692,4.417004882930032
TEST_00693,10.941752206478487
TEST_00694,5.3447191188047345
TEST_00695,4.333077441019766
TEST_00696,3.9742334241777475
TEST_00697,5.995553751996464
TEST_00698,4.945128661726852
TEST_00699,5.1664157683641
TEST_00700,5.019889021269675
TEST_00701,6.26137710304355
TEST_00702,4.660912920419742
TEST_00703,5.740278940415206
TEST_00704,6.153766056744776
TEST_00705,5.672093677656662
TEST_00706,6.182791076409485
TEST_00707,4.011957595829749
TEST_00708,4.637103147842923
TEST_00709,5.249302065763867
TEST_00710,6.006042516576927
TEST_00711,8.040932243375787
TEST_00712,7.686589225998347
TEST_00713,4.264469014193216
TEST_00714,6.898320420666748
TEST_00715,4.657805403275278
TEST_00716,6.524271101610069
TEST_00717,4.7064874570739486
TEST_00718,6.492837052433613
TEST_00719,4.7954698805476035
TEST_00720,5.204082094558032
TEST_00721,5.301593186607812
TEST_00722,5.6654094733409694
TEST_00723,4.186081940759175
TEST_00724,8.23617905381092
TEST_00725,4.9961291806990555
TEST_00726,4.1337349234260605
TEST_00727,4.385829725881116
TEST_00728,4.347297900786861
TEST_00729,7.781738616994355
TEST_00730,7.1381982415666965
TEST_00731,4.756889462176522
TEST_00732,6.065263269988843
TEST_00733,5.7802113455170465
TEST_00734,4.599982393687757
TEST_00735,4.8958132098463825
TEST_00736,5.696388527228062
TEST_00737,4.065310674307511
TEST_00738,5.424058917055394
TEST_00739,5.3862824240732285
TEST_00740,5.421487843442501
TEST_00741,7.4604130025780755
TEST_00742,4.913123528716081
TEST_00743,5.867403433501038
TEST_00744,5.73988826782679
TEST_00745,8.578536682660673
TEST_00746,3.732344474143813
TEST_00747,5.6068734616519125
TEST_00748,6.597392033489415
TEST_00749,5.88564828195109
TEST_00750,6.654879987990723
TEST_00751,6.504407994623664
TEST_00752,5.597777171222397
TEST_00753,6.4753220878858935
TEST_00754,5.3079947629391295
TEST_00755,5.67316963585941
TEST_00756,7.319111749384827
TEST_00757,5.360290488501801
TEST_00758,4.332959223952177
TEST_00759,6.969137242046801
TEST_00760,5.695474980232276
TEST_00761,5.455193198279735
TEST_00762,5.001337539825399
TEST_00763,5.494148137787876
TEST_00764,5.798349858147862
TEST_00765,7.097171902649086
TEST_00766,3.822726574478473
TEST_00767,6.177095433110153
TEST_00768,4.228879192251185
TEST_00769,6.006062435197884
TEST_00770,3.3474528165868804
TEST_00771,5.255683138268949
TEST_00772,4.64958543547053
TEST_00773,5.388998045766948
TEST_00774,6.98494384763466
TEST_00775,4.171010047362056
TEST_00776,5.136383545115557
TEST_00777,5.973548097622111
TEST_00778,6.66762836074437
TEST_00779,4.277046621177189
TEST_00780,7.038840625164524
TEST_00781,6.955840092150863
TEST_00782,5.838538708317933
TEST_00783,5.8950425429265065
TEST_00784,5.799434225861416
TEST_00785,4.45202936958691
TEST_00786,4.853948399696838
TEST_00787,6.450489323751138
TEST_00788,5.997286005630259
TEST_00789,6.4619651442928125
TEST_00790,5.152232514602797
TEST_00791,4.835563286445932
TEST_00792,5.302615574381842
TEST_00793,6.498521782784145
TEST_00794,6.5732157241341325
TEST_00795,3.9553897028364156
TEST_00796,5.903663115243689
TEST_00797,5.642105343511347
TEST_00798,4.794058680579349
TEST_00799,6.05846112123342
TEST_00800,6.133407233933847
TEST_00801,4.2273211736277485
TEST_00802,3.8184562454437603
TEST_00803,4.830989641010737
TEST_00804,5.4514394893056
TEST_00805,5.2546668319655705
TEST_00806,5.1374703486677245
TEST_00807,5.888726909963051
TEST_00808,7.3815826282608885
TEST_00809,5.231973236693933
TEST_00810,4.491419588975824
TEST_00811,4.674961213498187
TEST_00812,4.1613239936298445
TEST_00813,5.0878715112093875
TEST_00814,7.549123217846984
TEST_00815,5.094069776125302
TEST_00816,4.0055277118852235
TEST_00817,4.32101154992865
TEST_00818,5.217687342818721
TEST_00819,9.680038972077092
TEST_00820,5.873747891843299
TEST_00821,8.070235642422187
TEST_00822,6.15244392316255
TEST_00823,5.4994113755179495
TEST_00824,5.2468929692596795
TEST_00825,4.532751230324097
TEST_00826,4.76921509629298
TEST_00827,4.766436354028708
TEST_00828,5.855534040015635
TEST_00829,5.243114441544308
TEST_00830,5.432482705437955
TEST_00831,8.901073612461204
TEST_00832,5.671954625406499
TEST_00833,4.813660300675805
TEST_00834,5.689601292795895
TEST_00835,4.959820539201722
TEST_00836,7.108543904531284
TEST_00837,7.0782397668230255
TEST_00838,5.604683793799607
TEST_00839,6.464628488615373
TEST_00840,6.995497178331103
TEST_00841,5.742788658686206
TEST_00842,3.272824405898319
TEST_00843,8.481555042973232
TEST_00844,4.121319718136439
TEST_00845,3.3848591303165056
TEST_00846,5.687963161606868
TEST_00847,5.820853379658446
TEST_00848,5.8541073464570745
TEST_00849,7.132306824081099
TEST_00850,6.07376091183339
TEST_00851,5.955583438470124
TEST_00852,5.260785126827725
TEST_00853,8.191557121752243
TEST_00854,5.621675121026423
TEST_00855,5.7744246178604905
TEST_00856,4.045387161327971
TEST_00857,7.684626726384974
TEST_00858,4.826159575797748
TEST_00859,5.4537980806349164
TEST_00860,5.536817955861079
TEST_00861,6.177544277275775
TEST_00862,5.815611530585715
TEST_00863,7.764595504523794
TEST_00864,5.433704991840948
TEST_00865,5.670578178532912
TEST_00866,5.345195595508104
TEST_00867,5.498656293131056
TEST_00868,7.820035274945436
TEST_00869,4.777060939150522
TEST_00870,7.315588514897771
TEST_00871,6.701833390931324
TEST_00872,6.166227798644333
TEST_00873,6.462179642553457
TEST_00874,5.498073633833877
TEST_00875,7.349864968477599
TEST_00876,5.7317496030378265
TEST_00877,6.199900909360404
TEST_00878,6.132193122964727
TEST_00879,5.554295489805507
TEST_00880,5.89657323337271
TEST_00881,4.120412274795044
TEST_00882,4.4174173814258655
TEST_00883,4.043322952197066
TEST_00884,7.31621422833649
TEST_00885,5.086375529585789
TEST_00886,4.945227751566181
TEST_00887,6.4169091141206405
TEST_00888,4.109459987304129
TEST_00889,4.815791323764938
TEST_00890,4.91741286989065
TEST_00891,3.4323099497171983
TEST_00892,4.675492635919442
TEST_00893,4.6328973090934165
TEST_00894,4.030870006035716
TEST_00895,3.9215745377089646
TEST_00896,4.411629200686638
TEST_00897,3.818684050480122
TEST_00898,5.413668114353577
TEST_00899,5.150807410425521
TEST_00900,3.9783693678621166
TEST_00901,7.926852811116198
TEST_00902,4.942835898217747
TEST_00903,5.56615353091479
TEST_00904,4.868815315227958
TEST_00905,5.359994735089192
TEST_00906,4.872932831639112
TEST_00907,4.960010716867966
TEST_00908,5.512866581435571
TEST_00909,4.572237246783714
TEST_00910,7.224106816961996
TEST_00911,4.728125571845908
TEST_00912,4.422904433548345
TEST_00913,6.559868842587441
TEST_00914,6.685868866789344
TEST_00915,3.9661788415881505
TEST_00916,4.9233560989647
TEST_00917,8.78324374383232
TEST_00918,4.4871348785627525
TEST_00919,5.554439886805808
TEST_00920,5.537921023862029
TEST_00921,5.183012424879456
TEST_00922,5.214660965651296
