title,box_off_num
우리별 일호와 얼룩소,9.100257890021382
찌라시: 위험한 소문,13.537715211578508
조선미녀삼총사,14.026403144011903
만찬,1.8397397199638525
한 번도 안 해본 여자,1.6412478808524296
살인자,1.6790809578076076
  이것이 우리의 끝이다,8.195417322595441
그댄 나의 뱀파이어,7.288618245544073
황제를 위하여,11.447531387824169
레디액션! 폭력영화,1.5323353652826148
스퀴시랜드,4.837520477850697
우는 남자,14.615630768774446
하이힐,13.566170850422234
도희야,6.024132680382732
표적,14.130295478306483
10분,12.70165513499703
메이크 유어 무브,12.363354280496576
카토 프로젝트,4.732362051714073
녀녀녀,7.577702952632543
방황하는 칼날,13.636616466847096
바리새인,1.694325945420022
욕망의 독: 중독,6.453240533956895
설계,1.696394572684599
레쓰링,7.113291611951707
원 컷 - 어느 친절한 살인자의 기록,1.724590467206658
픽업 아티스트,1.732952473559238
옹녀뎐,1.661429980736484
왓니껴,8.061046556687097
족구왕,2.5473138479110795
내 연애의 기억,7.527168794373585
바세코의 아이들,2.081803095669088
명량,16.55131370039313
군도: 민란의 시대,15.862119855784222
산타바바라,7.916193610977607
나는 야한 여자가 좋다,1.8535257606087665
숙희,1.7506253270525323
더 테너 리리코 스핀토,10.170203619876366
기술자들,12.061061704332621
신화 라이브 3D 더 레전드 컨티뉴스,9.608836066507694
악사들,1.972430911936498
울언니,1.7715722540870869
정사: 위험한 성적유희,7.476923529558458
레디액션 청춘,12.41196353297061
"제자, 옥한흠",9.896753130874016
환상,7.698040053852392
위층여자,1.7088819557295414
가자! 장미여관으로 3 - 방황,7.360178830888285
나는 야한 여자가 좋다 3,1.8535257606087665
스물,6.449251439074886
그라운드의 이방인,7.11565655682713
살인의뢰,6.493333963067066
살인캠프,7.057755430585096
헬머니,13.213390615345881
조류인간,8.910859807731262
최강전사 미니특공대 : 새로운 악당의 습격,1.8861538579223838
생각보다 맑은,7.5526593705724725
고양이 장례식,1.886499480995046
설해,7.938586482068011
나의 절친 악당들,14.122854314529954
연평해전,6.528338453879425
극비수사,14.235789948086724
성난 화가,7.305527261140222
은밀한 유혹,14.303371983772625
혜경궁 홍씨,1.7431662311337857
무뢰한,6.572046870396786
간신,15.005360406803543
연애의 맛,10.992684308660468
잡식가족의 딜레마,1.7700340087677595
플랑크 상수,7.402188198573363
장수상회,13.890645228336568
파울볼,1.8870217374291605
춘희막이,5.301060159695957
덫: 치명적인 유혹,9.497890940253695
션샤인 러브,12.161787009600241
사도,11.811647435141268
돼지 같은 여자,9.718203119603295
사랑이 이긴다,4.813609057477172
슈퍼레이서 엔지,1.8004135270428978
제 7기사단,1.823205558784446
고백,1.7973018736543462
미쓰 와이프,13.574858309215397
위로공단,7.951573973529714
베테랑,15.921281949892991
악인은 살아 있다,7.427317936272217
쓰리 썸머 나잇,13.129614421714354
마돈나,10.488480940213872
"나의 아들, 나의 어머니",8.129264993979225
슬픈남자,5.5610962015008445
타이밍,5.309605119811607
타투,12.951012380571601
어떤이의 꿈,7.592912886574566
해에게서 소년에게,8.321900330168162
울보 권투부,1.9861365436475698
어떤살인,3.0308477716205444
말하지 못한 비밀,9.280314217088527
조선안방 스캔들-칠거지악 2,6.005612793765992
